交易所ID,合约ID,合约名称,商品类别,品种ID,合约乘数,最小变动价位,MinLimitOrderVolume,MaxLimitOrderVolume,做多保证金率,做空保证金率,做多保证金/手,做空保证金/手,开仓手续费率,开仓手续费/手,平仓手续费率,平仓手续费/手,平今手续费率,平今手续费/手,交割年份,交割月份,上市日期,最后交易日,交割日,标的合约ID,标的合约乘数,期权类型,行权价,合约状态
CFFEX,HO2605-P-2700,HO2605-P-2700,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,2700.0,1
CFFEX,HO2605-P-2750,HO2605-P-2750,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,2750.0,1
CFFEX,HO2605-P-2800,HO2605-P-2800,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,2800.0,1
CFFEX,HO2605-P-2850,HO2605-P-2850,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,2850.0,1
CFFEX,HO2605-P-2900,HO2605-P-2900,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,2900.0,1
CFFEX,HO2605-P-2950,HO2605-P-2950,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,2950.0,1
CFFEX,HO2605-P-3000,HO2605-P-3000,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3000.0,1
CFFEX,HO2605-P-3050,HO2605-P-3050,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3050.0,1
CFFEX,HO2605-P-3100,HO2605-P-3100,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3100.0,1
CFFEX,HO2605-P-3150,HO2605-P-3150,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3150.0,1
CFFEX,HO2605-P-3200,HO2605-P-3200,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3200.0,1
CFFEX,HO2605-P-3250,HO2605-P-3250,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3250.0,1
CFFEX,HO2605-P-3300,HO2605-P-3300,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3300.0,1
CFFEX,HO2605-P-3350,HO2605-P-3350,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-25,2026-05-15,2026-05-15,HO2605,1,2,3350.0,1
CFFEX,HO2605-P-3400,HO2605-P-3400,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,5,2026-02-26,2026-05-15,2026-05-15,HO2605,1,2,3400.0,1
CFFEX,HO2606-C-2400,HO2606-C-2400,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2400.0,1
CFFEX,HO2606-C-2450,HO2606-C-2450,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2450.0,1
CFFEX,HO2606-C-2500,HO2606-C-2500,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2500.0,1
CFFEX,HO2606-C-2550,HO2606-C-2550,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,2550.0,1
CFFEX,HO2606-C-2600,HO2606-C-2600,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2600.0,1
CFFEX,HO2606-C-2650,HO2606-C-2650,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,2650.0,1
CFFEX,HO2606-C-2700,HO2606-C-2700,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2700.0,1
CFFEX,HO2606-C-2750,HO2606-C-2750,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,2750.0,1
CFFEX,HO2606-C-2800,HO2606-C-2800,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2800.0,1
CFFEX,HO2606-C-2850,HO2606-C-2850,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,2850.0,1
CFFEX,HO2606-C-2900,HO2606-C-2900,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,2900.0,1
CFFEX,HO2606-C-2950,HO2606-C-2950,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,2950.0,1
CFFEX,HO2606-C-3000,HO2606-C-3000,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,1,3000.0,1
CFFEX,HO2606-C-3050,HO2606-C-3050,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,3050.0,1
CFFEX,HO2606-C-3100,HO2606-C-3100,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-26,2026-06-22,2026-06-22,HO2606,1,1,3100.0,1
CFFEX,HO2606-C-3150,HO2606-C-3150,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,1,3150.0,1
CFFEX,HO2606-C-3200,HO2606-C-3200,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-07-31,2026-06-22,2026-06-22,HO2606,1,1,3200.0,1
CFFEX,HO2606-C-3250,HO2606-C-3250,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-04-15,2026-06-22,2026-06-22,HO2606,1,1,3250.0,1
CFFEX,HO2606-C-3300,HO2606-C-3300,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-08-25,2026-06-22,2026-06-22,HO2606,1,1,3300.0,1
CFFEX,HO2606-C-3400,HO2606-C-3400,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-10-10,2026-06-22,2026-06-22,HO2606,1,1,3400.0,1
CFFEX,HO2606-C-3500,HO2606-C-3500,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-01-06,2026-06-22,2026-06-22,HO2606,1,1,3500.0,1
CFFEX,HO2606-P-2400,HO2606-P-2400,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2400.0,1
CFFEX,HO2606-P-2450,HO2606-P-2450,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2450.0,1
CFFEX,HO2606-P-2500,HO2606-P-2500,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2500.0,1
CFFEX,HO2606-P-2550,HO2606-P-2550,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,2550.0,1
CFFEX,HO2606-P-2600,HO2606-P-2600,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2600.0,1
CFFEX,HO2606-P-2650,HO2606-P-2650,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,2650.0,1
CFFEX,HO2606-P-2700,HO2606-P-2700,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2700.0,1
CFFEX,HO2606-P-2750,HO2606-P-2750,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,2750.0,1
CFFEX,HO2606-P-2800,HO2606-P-2800,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2800.0,1
CFFEX,HO2606-P-2850,HO2606-P-2850,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,2850.0,1
CFFEX,HO2606-P-2900,HO2606-P-2900,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,2900.0,1
CFFEX,HO2606-P-2950,HO2606-P-2950,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,2950.0,1
CFFEX,HO2606-P-3000,HO2606-P-3000,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-23,2026-06-22,2026-06-22,HO2606,1,2,3000.0,1
CFFEX,HO2606-P-3050,HO2606-P-3050,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,3050.0,1
CFFEX,HO2606-P-3100,HO2606-P-3100,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-06-26,2026-06-22,2026-06-22,HO2606,1,2,3100.0,1
CFFEX,HO2606-P-3150,HO2606-P-3150,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-03-23,2026-06-22,2026-06-22,HO2606,1,2,3150.0,1
CFFEX,HO2606-P-3200,HO2606-P-3200,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-07-31,2026-06-22,2026-06-22,HO2606,1,2,3200.0,1
CFFEX,HO2606-P-3250,HO2606-P-3250,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-04-15,2026-06-22,2026-06-22,HO2606,1,2,3250.0,1
CFFEX,HO2606-P-3300,HO2606-P-3300,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-08-25,2026-06-22,2026-06-22,HO2606,1,2,3300.0,1
CFFEX,HO2606-P-3400,HO2606-P-3400,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2025-10-10,2026-06-22,2026-06-22,HO2606,1,2,3400.0,1
CFFEX,HO2606-P-3500,HO2606-P-3500,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,6,2026-01-06,2026-06-22,2026-06-22,HO2606,1,2,3500.0,1
CFFEX,HO2607-C-2600,HO2607-C-2600,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2600.0,1
CFFEX,HO2607-C-2650,HO2607-C-2650,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2650.0,1
CFFEX,HO2607-C-2700,HO2607-C-2700,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2700.0,1
CFFEX,HO2607-C-2750,HO2607-C-2750,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2750.0,1
CFFEX,HO2607-C-2800,HO2607-C-2800,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2800.0,1
CFFEX,HO2607-C-2850,HO2607-C-2850,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2850.0,1
CFFEX,HO2607-C-2900,HO2607-C-2900,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2900.0,1
CFFEX,HO2607-C-2950,HO2607-C-2950,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,2950.0,1
CFFEX,HO2607-C-3000,HO2607-C-3000,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,3000.0,1
CFFEX,HO2607-C-3050,HO2607-C-3050,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,3050.0,1
CFFEX,HO2607-C-3100,HO2607-C-3100,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,3100.0,1
CFFEX,HO2607-C-3150,HO2607-C-3150,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,3150.0,1
CFFEX,HO2607-C-3200,HO2607-C-3200,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,3200.0,1
CFFEX,HO2607-C-3250,HO2607-C-3250,2,HO,100,0.2,1,20,0.0,0.0,0.0,0.0,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,6.000000000000001e-08,15.01,2026,7,2026-04-20,2026-07-17,2026-07-17,HO2607,1,1,3250.0,1
